temp_mean,salt_mean,DIN_mean,FineSed_mean,SG_N_mean,SGH_N_mean
30.066994,35.402775,0.16935338,0.0005241163,0.031523008,0.2446613
30.15504,35.43144,0.11142187,0.00050481886,0.03187004,0.24302068
30.16446,35.449802,0.06261505,0.00021946804,0.031860285,0.24722813
30.078814,35.462555,0.085711844,0.00023287773,0.031622984,0.24516678
30.321903,35.46452,0.07163487,0.0002277519,0.031615347,0.24538629
30.385185,35.477688,0.08464064,0.00020869855,0.031583868,0.24471134
30.75934,35.479717,0.12948266,0.00013621085,0.031666163,0.24419941
30.666187,35.486973,0.13227099,0.00018220289,0.031473324,0.2422743
30.086021,35.420815,0.15951234,0.00018326195,0.031233562,0.24032277
29.681156,35.324646,0.22778228,0.00015285579,0.03107768,0.23895374
29.44619,35.260845,0.18255165,0.00018033045,0.031064091,0.23942272
29.631807,35.276016,0.16962266,0.00015532877,0.03117616,0.24172188
29.22593,35.31043,0.13066699,0.00018127974,0.03129605,0.24306823
28.684553,35.335266,0.17001519,0.00022887452,0.030902406,0.24040903
28.87389,35.34533,0.15836953,0.00015471048,0.030656755,0.24282163
28.790485,35.321186,0.12353136,0.00016684212,0.030669343,0.24404392
28.5733,35.325607,0.11236394,0.00017933121,0.030715209,0.24397887
28.80726,35.302563,0.090894535,0.00014634557,0.031226816,0.24847452
29.11385,35.27745,0.098679066,0.00015644029,0.031344417,0.25045216
29.172733,35.238583,0.15252346,0.00015063387,0.031414848,0.25160176
29.230886,35.198673,0.23469996,0.00014677626,0.03143026,0.24963668
29.55409,35.16608,0.33469027,0.00010458003,0.031617973,0.2519113
29.751738,35.19149,0.3488496,0.00014175026,0.031660423,0.25221384
29.840721,35.212704,0.42876154,0.00012539371,0.031622257,0.24973035
30.503065,35.170937,0.6755121,7.575277e-05,0.03149502,0.24798314
30.46892,35.19143,0.38471338,0.00017078199,0.03138234,0.24718672
29.634853,35.24551,0.2601681,0.0002818297,0.030996505,0.24292766
28.907703,35.285484,0.45196655,0.0011509622,0.029946374,0.23195642
28.416685,35.304546,1.1820285,0.0030186302,0.028086938,0.21793659
27.731077,35.185974,2.645154,0.006007226,0.026185118,0.1977182
27.230843,34.79441,4.373782,0.004001592,0.022678822,0.17859556
27.576128,34.804512,4.581897,0.00036317308,0.021618487,0.175576
27.794647,34.519176,2.0706525,0.00017918885,0.022369292,0.18998085
27.684937,34.096745,1.275442,0.0002916599,0.023426719,0.19214581
28.067017,34.02275,1.2398063,0.0002104591,0.024743773,0.19689192
28.396597,33.97792,1.6352168,0.00022116014,0.025967965,0.20151642
28.261068,34.081306,2.3070502,0.00031641778,0.026687305,0.20248681
27.937788,34.26995,2.6254823,0.00036238207,0.027065117,0.20192894
27.790516,34.404404,2.8426256,0.000269997,0.02747839,0.20218624
28.10914,34.390636,2.827054,0.00019206143,0.02782926,0.20394357
28.458961,34.303726,2.551021,0.00016778504,0.028278163,0.20773895
28.492195,34.370876,1.9435018,0.00015147256,0.028705547,0.21168017
28.761467,34.451332,1.3740367,0.000100167235,0.029184567,0.21838473
28.81311,34.498405,1.0395964,7.718935e-05,0.02951292,0.22439708
28.986202,34.50631,0.82617295,8.339811e-05,0.02974274,0.23027596
29.101326,34.505184,0.73366964,0.00010174345,0.029853104,0.23442769
29.069262,34.47434,0.7452831,0.0001170021,0.029826563,0.23798266
28.918283,34.179253,0.91103363,9.482832e-05,0.029609134,0.23475663
28.729225,33.968197,1.122277,0.00010631421,0.029536607,0.23060314
28.652985,33.62928,1.6708864,0.00014462457,0.028959928,0.22552067
28.84913,31.83534,3.8307154,0.00024499343,0.028795026,0.22167423
29.005236,31.288095,6.406539,0.00026933162,0.028545711,0.21636656
29.355938,32.157936,7.963756,0.0004083676,0.02887992,0.21537581
29.256313,32.21492,11.416497,0.0006967725,0.028868828,0.21293932
29.04955,32.534153,13.651082,0.0010490317,0.028683318,0.20857836
29.13613,32.960373,13.999258,0.0010835129,0.029010676,0.20992722
29.218912,33.3194,13.390237,0.0010993143,0.02912533,0.21099967
29.355984,33.581863,12.26615,0.0011702105,0.028948097,0.2087809
29.359833,33.81054,10.4849205,0.0011711852,0.029326795,0.20694305
29.228924,33.95372,9.897022,0.0015378403,0.029336032,0.20140459
28.971117,34.016994,9.99226,0.001163067,0.029283257,0.20055063
28.755165,34.056156,10.223754,0.000934626,0.029462535,0.20283855
28.430834,34.09949,10.901997,0.0009091337,0.029344413,0.20429039
28.372074,34.111588,12.539641,0.0008045292,0.029622559,0.20390545
28.172884,34.120094,14.094334,0.0007293002,0.029758513,0.208959
27.881166,34.138325,15.524338,0.0006556242,0.030047178,0.21170864
27.638233,34.263096,14.338547,0.0006508976,0.03004686,0.21050292
27.202394,34.376797,12.089425,0.00069530745,0.029755237,0.20774981
26.917532,34.390507,11.014699,0.00044877816,0.029740106,0.20636657
26.835085,34.39327,10.591033,0.00044711426,0.029823273,0.20670782
27.213118,34.381996,10.168692,0.000349935,0.030248325,0.21250813
27.663057,34.31719,10.007597,0.00031610488,0.030509673,0.21810192
27.87928,34.370846,9.179655,0.00030162817,0.030801415,0.22175708
28.242496,34.29467,9.3255005,0.0002699189,0.030794226,0.22522904
28.414713,34.29577,9.618288,0.0002491372,0.030972239,0.22740379
28.617022,34.30118,9.977525,0.0002378763,0.030800704,0.22906563
28.580513,34.34752,10.109634,0.00021858863,0.030877061,0.23354132
28.565248,34.45176,8.857557,0.00020798511,0.031150518,0.2403547
28.105156,34.586002,7.986409,0.00024137569,0.031070292,0.24107186
27.73248,34.706425,7.7236524,0.00021201117,0.031190274,0.2394535
27.688768,34.705246,8.798727,0.00018757327,0.031277843,0.23778476
28.039673,34.73934,9.650529,0.00013714259,0.03144256,0.23690918
28.094479,34.753593,10.89278,0.00017080485,0.031384144,0.23723651
27.937996,34.641594,11.0233755,0.00016926239,0.031225532,0.23727019
27.711832,34.55446,9.601188,0.00017993702,0.031050745,0.23879719
27.664387,34.161148,8.068041,0.00012964047,0.031021701,0.23860794
27.863403,34.052956,7.0505056,0.00012616641,0.031245481,0.24181405
28.224897,34.038834,6.717311,0.00020405967,0.031301405,0.24148455
28.515797,34.020622,6.566642,0.00027032068,0.031327765,0.24037483
28.637766,34.01389,6.5537076,0.00028300963,0.03153565,0.24397564
28.593903,34.037292,6.842152,0.0003087106,0.031690422,0.2475627
28.493345,34.04558,7.5251207,0.00029344906,0.031718686,0.2477653
28.453033,34.077885,7.4547415,0.000266998,0.031829808,0.2500509
28.427124,34.097652,8.309495,0.00024598802,0.031901527,0.24968651
28.436491,34.084846,9.885416,0.00023043546,0.03190376,0.24804568
28.546028,34.06687,11.280187,0.00019698693,0.031829856,0.24624899
28.635597,34.10412,11.965175,0.00025231575,0.03184103,0.2466136
28.183012,34.231064,11.290111,0.0002710095,0.031597253,0.24170467
27.740673,34.360542,9.68698,0.00024785148,0.03156947,0.23963043
27.363556,34.443897,8.699456,0.00022684268,0.03154414,0.23761465
27.180864,34.476906,8.225869,0.00019187097,0.03126553,0.23473802
27.059523,34.450893,7.4394913,0.0001767496,0.031065248,0.23348577
26.981792,33.84009,6.754119,0.0029747074,0.030343149,0.22587582
27.067036,33.08791,8.711706,0.00032088658,0.026888665,0.21679407
27.629824,32.98957,10.280122,0.0005551662,0.02813803,0.22540037
27.811562,33.10465,11.490504,0.0007170513,0.028465372,0.2263574
27.945976,31.724628,16.44316,0.0010470713,0.028788019,0.22802462
28.069841,30.159992,23.168606,0.0011256401,0.029171636,0.23014441
27.942858,29.487179,27.03286,0.00089199736,0.02949744,0.22731273
27.777218,29.262178,28.470943,0.0007134472,0.02982991,0.22460619
27.668404,30.124962,24.577738,0.0005585734,0.030667149,0.22535746
27.354136,30.569683,23.495485,0.00035554142,0.030029573,0.22186357
27.143368,31.289888,22.253157,0.00023296691,0.028619396,0.21496122
27.006948,32.169224,18.337915,0.0002737262,0.027522001,0.21107602
27.105839,32.49788,17.159258,0.0003722919,0.027002713,0.21293388
27.261456,32.813717,13.859301,0.00033258233,0.02795568,0.21847653
27.45346,33.10894,10.401214,0.00025868975,0.028497817,0.2247905
27.38629,33.359917,8.500499,0.00023144457,0.02886008,0.229464
27.357391,33.472763,7.9506354,0.00020225786,0.029171227,0.23320113
27.183744,33.592194,7.685951,0.00017438953,0.029695163,0.23699811
27.599104,33.61816,8.277426,0.00015409173,0.030080365,0.24094333
27.445406,33.575356,10.232977,0.00016532099,0.030008664,0.24018481
26.886913,33.68643,10.249132,0.00021020742,0.030040018,0.24659339
26.216997,33.853043,9.379458,0.00017483911,0.030698853,0.25432926
26.431274,33.86352,10.470971,0.000110718465,0.031060781,0.2562382
26.322042,33.92441,11.589298,0.0001231779,0.031309374,0.25746226
26.28487,34.03855,12.004893,0.00018431799,0.03145552,0.25823057
26.351418,34.127804,11.343119,0.00020138275,0.031699166,0.26270622
26.235142,34.232265,10.424011,0.00020529453,0.031927876,0.2662032
26.072124,34.362988,9.104113,0.00019740257,0.03181334,0.26491073
25.973585,34.46829,7.5848036,0.00017638558,0.03186287,0.26782078
25.892529,34.547787,6.7733936,0.00016413923,0.03207065,0.26910087
