temp_mean,salt_mean,DIN_mean,FineSed_mean,SG_N_mean,SGH_N_mean
29.468882,35.238483,0.053819958,3.5046287e-07,0.023949996,0.11511963
29.385477,35.269356,0.058500994,2.7990384e-07,0.024150236,0.114878446
29.3108,35.297504,0.05837612,2.764157e-07,0.024353614,0.11460843
29.334124,35.32172,0.06035097,2.646527e-07,0.02455052,0.114401795
29.60694,35.336224,0.07725851,1.3489748e-07,0.024670014,0.11424741
29.891253,35.34015,0.07285517,1.4162099e-07,0.024830144,0.114018425
29.988028,35.33674,0.06641762,2.7748422e-07,0.024930026,0.11345793
30.101467,35.33899,0.06505082,5.256118e-07,0.024971476,0.112658955
30.32404,35.340652,0.05494913,6.3984083e-07,0.025218371,0.11234874
30.389786,35.337543,0.05605938,1.7842311e-06,0.025425123,0.11185494
30.475163,35.334953,0.054935236,2.5363543e-06,0.025521133,0.11123449
30.690615,35.33119,0.054305397,1.0274949e-06,0.025608577,0.11054412
30.830008,35.33586,0.059100848,4.1332427e-07,0.02561878,0.1097362
30.467783,35.268196,0.057896834,6.4649583e-07,0.025500838,0.10884291
30.360504,35.205013,0.06378948,1.8144558e-06,0.025353903,0.108269446
30.02253,35.078842,0.06604623,2.9768942e-06,0.024952097,0.10760926
29.820312,35.093227,0.06475001,1.7356746e-06,0.024920799,0.10766763
29.573683,35.03482,0.061082415,1.1938938e-06,0.024496453,0.10720882
29.78315,35.016403,0.06809019,5.9674664e-07,0.024298897,0.10716335
29.949564,35.01634,0.05919685,1.2267529e-06,0.02466845,0.107647724
29.945423,34.99507,0.05465033,6.2860596e-07,0.02492307,0.10782109
30.114067,34.996155,0.056180123,1.1657414e-06,0.025171628,0.107923545
29.910242,34.96325,0.051876057,1.1259837e-06,0.025180781,0.10751225
29.913149,34.850716,0.060388267,1.37472825e-05,0.024835711,0.10691695
29.990374,34.815662,0.07675534,3.8023798e-05,0.024723437,0.10682854
30.079096,34.791485,0.083714925,2.4192293e-05,0.024810173,0.107360035
30.43795,34.790592,0.06117823,6.1634105e-06,0.024906432,0.10763059
30.237558,34.750248,0.05993048,5.2184805e-06,0.02483296,0.1076167
30.41244,34.752518,0.07758257,1.8448377e-06,0.024593469,0.1075777
30.796753,34.736797,0.07018079,9.718572e-07,0.024584634,0.107954964
30.636591,34.419537,0.117753215,2.4319477e-06,0.02450362,0.107677765
30.686964,34.57013,0.09448162,1.3731364e-05,0.024629708,0.10814822
30.620005,34.53926,0.107624136,1.1372168e-05,0.024719546,0.10818801
30.456987,34.411613,0.13224459,3.5934507e-05,0.024236185,0.10684102
30.33486,34.318256,0.41780457,0.0001723874,0.023564566,0.10581469
30.329857,32.498974,0.30907127,4.0091243e-05,0.023130354,0.10389677
31.037985,33.760677,0.092114605,1.9737601e-05,0.023309257,0.104901746
31.248795,33.953335,0.076239325,1.2654017e-05,0.023253672,0.10419414
31.402939,34.01447,0.07471139,1.0330619e-05,0.023435874,0.1047532
31.586643,34.062656,0.079407305,6.2948297e-06,0.023526924,0.105315246
31.556509,34.084152,0.086246185,3.6692136e-06,0.023618637,0.10578815
31.677067,34.10912,0.09985113,2.8116851e-06,0.023513345,0.10569541
31.843155,34.13936,0.10326997,1.5560958e-06,0.02361539,0.10600291
32.139,34.166756,0.1040373,8.45946e-07,0.02371019,0.106451474
32.120316,34.193905,0.09123692,9.694778e-07,0.023958607,0.107308656
31.887463,34.181778,0.08979178,9.865529e-07,0.024219563,0.10743972
31.317308,34.146137,0.27762285,1.4231169e-06,0.02403133,0.105398715
31.224148,34.01897,0.22405955,7.3855e-07,0.023827126,0.10321314
31.039188,33.824112,0.10464465,1.053656e-06,0.0233364,0.09986871
31.003517,33.672005,0.13578023,1.3194907e-06,0.022755262,0.09630251
31.162947,33.602932,0.16665821,1.1673807e-06,0.0219501,0.09361687
31.405363,33.59062,0.15771788,1.2846722e-06,0.021388417,0.09150101
31.548595,33.618847,0.17551242,1.416386e-06,0.020735817,0.08971537
31.397228,33.620266,0.17854579,1.4547434e-06,0.020033408,0.088066064
30.900013,33.529903,0.25583628,2.6077514e-06,0.018660484,0.08424681
30.651628,33.44589,0.3060754,1.1534238e-06,0.017451085,0.082224846
30.460041,33.378918,0.40386736,2.4885824e-06,0.016282879,0.07958676
30.042597,33.069397,0.59189916,9.588799e-06,0.0154840695,0.07785314
29.702118,33.054157,0.7821075,2.1543367e-05,0.014511994,0.07495629
29.585726,32.970932,0.7937174,2.518569e-05,0.013649942,0.07327414
29.548494,33.004646,0.47362396,1.4981263e-05,0.013021119,0.0740906
29.756622,32.9464,0.23827325,4.267911e-06,0.012403968,0.0739991
30.054888,32.963486,0.22547333,2.3440543e-06,0.011933191,0.075013414
30.185413,33.002758,0.2590628,1.2726671e-06,0.011630689,0.07585019
30.075827,32.950054,0.34237367,8.230522e-07,0.011214489,0.07599265
30.45461,33.020393,0.51183313,4.958966e-07,0.010649344,0.07533959
30.377064,33.01525,0.4996997,3.675748e-06,0.010366132,0.074434
30.079498,33.0032,1.104442,1.8978313e-05,0.009783084,0.07143721
30.034475,33.01723,1.2753627,1.2021688e-05,0.009252888,0.06895524
30.316078,33.053146,0.79434955,4.894903e-06,0.008835622,0.070850074
29.883863,33.05413,0.7684499,2.8957484e-06,0.008389194,0.06961955
29.575626,33.15341,0.9186347,2.392e-06,0.00799314,0.06887427
29.244585,33.223816,0.86771274,2.1991198e-06,0.0076237293,0.06921169
29.039621,33.2546,0.98109436,4.7891667e-06,0.00728445,0.06855044
28.861343,33.014366,1.3101215,3.5240475e-05,0.0069738585,0.06702811
28.725704,32.652245,1.9515368,6.843125e-05,0.006686847,0.065323524
28.709002,32.482063,3.1887312,5.1120165e-05,0.0064207227,0.06357515
28.733112,32.032555,3.8995957,5.2504027e-05,0.00617259,0.06186653
28.630043,31.792263,6.160774,0.0003226561,0.005941332,0.06021756
28.5393,30.997799,7.2284603,0.00033248105,0.005728437,0.05700749
28.860226,31.144175,11.382354,0.00014794005,0.0055321883,0.054055877
29.233702,31.375336,10.325516,8.229321e-05,0.0053465464,0.057330567
29.406572,31.606327,8.944779,5.4204393e-05,0.0051793316,0.06079818
29.75423,31.806837,7.0308323,3.651788e-05,0.005017473,0.06411106
29.218191,32.029427,6.487428,3.129202e-05,0.004861032,0.063793376
28.722635,31.67746,7.788902,3.0400404e-05,0.0047120177,0.062077645
